district,club_name
3120,Lucknow School of Management Science (SMS)
3120,Mahatma Gandhi P.G. College Gorakhpur
3120,Mirzapur Gaurav
3120,Motilal Nehru Medical College
3120,Motilal Nehru NIT College
3120,Mughalsarai
3120,Panini Kanya Mahavidyalay
3120,Prayagraj Kumbh
3120,Prayagraj Platinum
3120,Prayagraj Sangam City
3120,Pride Mau
3120,Rae Bareli
3120,Raebareli Elite
3120,Renaissance Allahabad
3120,Sant Kabir Nagar
3120,Sardar Bhagat Singh College of Higher Education
3120,Satna
3120,State Unani Medical College
3120,Uday Veer
3120,(UG) Arya Mahila PG College Varanasi
3120,United Allahabad
3120,Varanasi Jai Gange
3120,Varanasi Shakti
3120,Varanasi South
3120,Varanasi Varuna
3120,Varanasi Veera
3120,Varanasi Vishwanath
3120,Vindhyachal
3131,AIT
3131,Ajeenkya DY Patil Group
3131,Alibag Seashore
3131,ALUMNI
3131,Anantrao Pawar College Pirangut
3131,Anekant Institute of Management Studies
3131,Aundh
3131,Aundh Smartcity
3131,Balewadi High Street
3131,Baramati
3131,Bavdhan Pioneers
3131,Bharati Vidyapeeth New Law College Pune
3131,Bibwewadi Pune
3131,Brihan Maharashtra College of Commerce
3131,Christ University Lavasa
3131,C.K.T. ACS College New Panvel
3131,Daund College
3131,Disha Alandi
3131,DIVYAZEP (S.P. College Pune)
3131,Dr. Babasaheb Ambedkar College Aundh
3131,Dr. D. Y. Patil B School
3131,DY Patil College of Engineering
3131,D. Y. Patil International University
3131,GEM
3131,Genba Sopanrao Moze College of Engineering
3131,Golden Talegaon Dabhade
3131,Government Industrial Training Institute (Male) Mulshi
3131,Humanitas
3131,Indira University
3131,Indreshwar
3131,International Institute of Management and Human Resource Development (W)
3131,Khopoli
3131,Konkan Gyanpeeth Rahul Dharkar College of Pharmacy Karjat
3131,Koregaon Park
3131,Magarpatta TrendSetters
3131,MGM's Institute of Management Studies and Research
3131,MIMA Institute of Management
3131,MIT Academy of Engineering
3131,Modern College Ganeshkhind Pune
3131,"Modern College of Arts, Science & Commerce"
3131,MU College of Commerce Pimpri
3131,New Panvel-CKT College
3131,Nigdi-Pune
3131,Panvel Central
3131,Panvel Elite
3131,Panvel Industrial Town
3131,Patalganga
3131,Pen Heritage
3131,Pimpri
3131,Pimpri Elite
3131,Poona South
3131,Pune Aurora
3131,Pune Baner
3131,Pune Camp Next Gen
3131,Pune Camp Pioneers
3131,Pune Cantonment
3131,Pune City
3131,Pune City Fortune
3131,Pune City Legends
3131,Pune City Prabodhan
3131,Pune Gandhi Bhavan Adhyapak Mahavidyalaya
3131,Pune Heritage
3131,Pune Kalyani Nagar
3131,Pune Katraj
3131,Pune Metro
3131,Pune Mideast
3131,Pune Nexus
3131,Pune Phoenix
3131,Pune Pride
3131,Pune Pristine
3131,Pune Pristine Paradise
3131,Pune Renaissance
3131,Pune Royal
3131,Pune Samrajya
3131,Pune Shaniwarwada
3131,Pune Sinhagad Road
3131,Pune Synergy Next Gen
3131,Pune's Yuva
3131,Pune University
3131,Pune Vishwam
3131,Pune Warje
3131,Pune Westside
3131,Pune Wisdom
3131,Pune Zenith
3131,Rajarshi Shahu College of Engineering- Tathawade
3131,Ramkrishna More College
3131,Roar NIBM
3131,Sai Balaji Education Society
3131,Sancheti Healthcare Academy
3131,S. B. Patil College of Architecture and Design
3131,Sinhgad College of Pharmacy
3131,Sinhgad Institute of Management and Computer Application
3131,Symbiosis Artificial Intelligence Institute
3131,Symbiosis Skills and Professional University
3131,Symboisis Law Viman Nagar
3131,Udyognagari Drishti
3131,Universal AI University
3131,Vibrants
3131,Viman Nagar
3131,Vishwakarma Institute of Technology Pune
3132,Ahmednagar Midtown Vadagao Savatal
3132,Ambajogai City
3132,Aurangabad Airport
3132,Balasaheb Desai College
3132,Barshi
3132,Beed Diamond
3132,"Chhatrapati Shivaji College, Omerga (Girls) Jijau"
3132,CSN Next Gen Alliance
3132,DHB Soni College
3132,Goverment Polytechnic Ahmednagar
3132,Jalna
3132,Jalna Central
3132,Jalna Rainbow
3132,Karad City
3132,Latur Central
3132,Latur Mid-Town
3132,Malkapur
3132,"Meenalben Mehta College, Panchgani"
3132,Panchgani
3132,PES College of Engineering Chhatrapati Sambhajinagar
3132,Samarthya Solapur
3132,Sanjivani University
3132,Satara 7 Hills
3132,Shree Nageshwar Private Industrial Training Institute
3132,Shree Santkrupa College of Pharmacy Ghogaon
3132,Shrirampur
3132,Sinhgad College Pandharpur
3132,Smart Orchid College
3132,SMSMPITR Akluj
3132,Swami Vivekanand College of Nursing Udgir
3132,Swami Vivekanand College of Pharmacy Udgir
3132,Swami Vivekanand Mahavidhyalaya Udgir
3132,Tembhurni
3132,Umbraj Town
3132,Wai
3132,Walchand College
3141,Adv. Balasaheb Apte College of Law
3141,Amity Global Business School
3141,Andheri
3141,Anjuman Islam Saiftaybji
3141,Bhavan's College
3141,Bhavna Trust Degree College
3141,Bombay
3141,Bombay Airport
3141,Bombay Chembur West
3141,Bombay Film City
3141,Bombay Hanging Garden
3141,Bombay Hills South
3141,Bombay Juhu Beach
3141,Bombay Kandivli
3141,Bombay Mid-Town
3141,Bombay Mulund Valley
3141,Bombay Northwest-Malad
3141,Bombay Pier
3141,Bombay Queens Town
3141,Bombay Teachers Training College
3141,Bombay Uptown
3141,Bombay West
3141,Borivali Heights
3141,Chandivali Mumbai
3141,Churchgate
3141,Dahisar Coast
3141,Deonar
3141,DGMC/Deviprasad Goenka Management College of Media Studies
3141,DTSS College of Commerce
3141,DY Patil International School
3141,Fr. Conceicao Rodrigues College of Engineering
3141,Ghanshyamdas Saraf College
3141,G.N. Khalsa College
3141,"Gokhale Education Society’s Arts, Commerce & Science College"
3141,Government Dental College
3141,Hassaram Rijhumal College of Commerce And Economic
3141,Hinduja College
3141,IBS Mumbai
3141,IHM Mumbai
3141,Indian Institute of Management Mumbai
3141,ISME
3141,Jaihind College
3141,Jalan College
3141,JES College - Parivartan
3141,Kapol Vidyanidhi College
3141,K.C. College
3141,K.E.S College of Commerce and Economics
3141,Khandwala College
3141,King's Circle Matunga
3141,Lala Lajpat Rai College of Commerce
3141,Laxmichand Golwala College of Commerce & Economics
3141,Lotus College of Optometry
3141,LS Raheja School of Architecture
3141,Maniben Nanavati Women's College
3141,Medicrew
3141,Mithibai College
3141,MMK College
3141,Mulund College of Commerce
3141,Mulund Hills
3141,Mulund Hill View
3141,Mumbai Anchors
3141,Mumbai Bandra Kurla Complex
3141,Mumbai Bhandup
3141,Mumbai Downtown
3141,Mumbai Elegant
3141,Mumbai Ghatkopar
3141,Mumbai Ghatkopar West
3141,Mumbai Greens
3141,Mumbai Jewels
3141,Mumbai JVLR Connect
3141,Mumbai JVPD
3141,Mumbai Lakers
3141,Mumbai Malabar Hill Coast
3141,Mumbai Marvels
3141,Mumbai Medico Marvels
3141,Mumbai Mulund South
3141,Mumbai Nariman Point
3141,Mumbai Nova
3141,Mumbai Salt City
3141,Mumbai Shivaji Park
3141,Mumbai Sky City
3141,Mumbai Southern Empire
3141,Mumbai Spark
3141,Mumbai Versova
3141,Mumbai Wadala East
3141,Mumbai Western Elite
3141,M V Mandali's Colleges of Commerce and Science
3141,Narsee Monjee College
3141,Navneet College
3141,Nirmala Niketan
3141,NMIMS' Anil Surendra Modi School of Commerce
3141,Northern Suburbs
3141,NSS College Tardeo
3141,Palghar
3141,Parleshwar GenZ
3141,Parle Tilak Vidyalaya Association's M.L.Dahanukar College of Commerce
3141,Pearl Mumbai
3141,Podar World College
3141,Prabhavati Padamshi Soni International Jr. College
3141,Principal K. M. Kundnani College of Pharmacy
3141,Ramnarain Ruia College
3141,R.J. College
3141,Sathaye College
3141,Shri MD Shah Mahila College of Arts and Commerce
3141,SIES College Sion (W)
3141,SIES Sion (East)
3141,Singapore International School
3141,Sinhgad College
3141,SNDT College
3141,SOBO
3141,Sophia College for Women
3141,S P C E
3141,S.P.I.T.
3141,S.P.N. Doshi Womens College
3141,St. Mathew's Jr. College
3141,Sydenham College
3141,TCET
3141,Thadomal Shahani Engineering College
3141,Thakur College of Science and Commerce
3141,"Universal College of Engineering, Vasai"
3141,"Usha Pravin Gandhi College of Arts, Science and Commerce"
3141,Valia C L College of Commerce and Valia L C College of Arts
3141,VES College of Pharmacy
3141,Vikhroli
3141,Virar
3141,Vivek College of Commerce
3141,Wilson College
3141,Worli Lalbaug
3142,Achievers College
3142,Amaara Thane
3142,Ambarnath
3142,Ambarnath East
3142,Ambernath Smart City
3142,Badlapur Smart City
3142,Bharati Vidyapeeth Belapur
3142,Bharati Vidyapeeth Sunrise
3142,B. K. Birla College
3142,"CHM College, Ulhasnagar"
3142,Dnyan Ganga College of Pharmacy
3142,Dombivli
3142,Dombivli Downtown
3142,Dombivli East
3142,Dombivli Midtown Youth
3142,Dombivli Sun City
3142,D Y Patil University School of Pharmacy
3142,DYPSBB Satellite City
3142,Hiranandani Estate
3142,Hiranandani Legends
3142,Indala Group of Institutions
3142,Kalyan Heritage City
3142,Kalyan West
3142,K.C. College of Engineering and Management Studies and Research
3142,Lekarz (DY Patil School of Medicine)
3142,Navi Mumbai
3142,Navi Mumbai Hillside
3142,Navi Mumbai Industrial Area (RONMID)
3142,Navi Mumbai Nexus
3142,Navi Mumbai Samaritans
3142,Navi Mumbai Sunrise
3142,New Bombay Seaside
3142,New Bombees
3142,New Dombivli
3142,New Kalyan
3142,NMIMS Sunrise
3142,NRI Complex
3142,Saraswati College
3142,Shivajirao S. Jondhale College of Engineering
3142,SIES Graduate School of Technology
3142,"S.I.E.S. (Nerul) College of Arts, Science, & Commerce"
3142,Singhania School
3142,S. K. College Millennium City
3142,Smart City Navi Mumbai
3142,Thane
3142,Thane Creekside
3142,Thane Downtown
3142,Thane East
3142,Thane Greenspans
3142,Thane Hills
3142,Thane North
3142,Thane North End
3142,Thane Royales
3142,Thane Suburban
3142,Thane Titans
3142,Tilak College Navi Mumbai
3142,Ulhasnagar Sapna Garden
3150,Apollo Medical College
3150,BBCIT (Bankatlal Badruka College of Information Technology)
3150,Bhagyanagar
3150,BVRIT Hyderabad College of Engineering for Women
3150,Falcon
3150,G. Narayanamma Institute of Technology & Science(Women)
3150,Gokaraju Rangaraju Institute of Engineering and Technology Hyderabad
3150,Government Polytechnic Mahabubnagar
3150,Government Vocational Junior College
3150,Guntur Aadarsh Abhyudaya
3150,Guntur (Main)
3150,Hyderabad Corporates
3150,Hyderabad East
3150,Hyderabad Emerald
3150,Hyderabad Himayat Nagar
3150,Hyderabad Medicos
3150,Hyderabad Mega City
3150,Hyderabad North
3150,Hyderabad Royals
3150,Hyderabad The Legends
3150,Hyderabad Trailblazers
3150,Hyderabad Utsav
3150,Hyderabad Visionaries
3150,In Bhadra Sarapaka
3150,Institute of Hotel Management
3150,Kanoon Bhagyanagar
3150,Keshav Memorial Institute of Technology
3150,KGBV Pothavaram
3150,KKR & KSR Institute of Technology and Sciences
3150,Kokapet Aureum
3150,Mahindra University
3150,Malineni Lakshmaiah Women's Engineering College Guntur
3150,Mamata Academy of Medical Sciences
3150,Martur
3150,Martur Central
3150,Narasaraopet
3150,Narasaraopet Phoenix
3150,New Age Engineers
3150,Nirmala College of Pharmacy
3150,Osmania Medical College
3150,QIS Microbirds
3150,QIS Thunders
3150,Rising Thunders
3150,Secunderabad
3150,Secunderabad Medicos
3150,SFC Hyderabad Pearls
3150,Sri Harshini Degree College
3150,St. Ann's Degree College for Women
3150,St. Peters Engineering College
3150,Sunrise
3150,Utkarsh
3150,VILLA MARIE
3150,VJ Degree College
3150,Woxsen University
3160,Amrutha Ayurveda Medical Colege C.T.A.
3160,Amrutha Ayurveda Medical College & Hospital CTA.
3160,Anantapur Giving Hands
3160,A.R.M. First Grade College Davanagere
3160,Bidar Heritage
3160,Bidar Legacy
3160,"B. V. Bhoomaraddi College of Arts, Science and Commerce Bidar"
3160,Chaitanya Bharathi Institute of Technology Proddaturu
3160,"College of Agricultural Engineering (CAE), Raichur"
3160,D. K. Govt. College for Women Nellore
3160,DRW College
3160,Govt Polytechnic Raichur
3160,Gulbarga Suncity
3160,Guntakal Elites
3160,Helpinghearts-Rayachoty Govt. Polytechnic College
3160,JNTUA CE Ananthapuramu
3160,"Karnataka Arts, Science and Commerce College Bidar"
3160,M.M. Degree College Raichur
3160,MSR Degree College
3160,Navanandi
3160,Nellore Sarvodaya
3160,Nellore Shakthi
3160,Rajampet
3160,R G Institute of Commerce & Management
3160,Servo
3160,SJM Institute of Technology
3160,Spoorthi
3160,SRIT Ananthapuramu
3160,"Sri Virat Degree College, Yapaladinni"
3160,Tadipatri Impact Leaders
3160,Vani Sakkare
3160,VGFGC
3160,"Virat Degree College, Yapaladinni"
3160,Women's M. M. Degree College Raichur
3170,Anandibai Raorane College Vaibhavwadi
3170,Annasaheb Dange College Hatkanangale
3170,Anuvartik Mirji Bharatesh Institute of Technology Belagavi
3170,A. R. Patil Kanya College Ichalkaranji
3170,ASPM College Sangulwadi
3170,Atigare
3170,Belgaum
3170,Belgaum Elite
3170,Belgaum Lingraj College
3170,Belgaum South
3170,Belgaum Yuva Darpan
3170,Bharat College Dharwad
3170,Bhatkal
3170,Bicholim
3170,Bijapur
3170,Chhatrapati Shivaji College of Agriculture Oros
3170,Chiplun
3170,Curchorem Sanvordem
3170,Dakkhancha Raja Jotiba (Wadiratnagiri)
3170,Dharwad Deccan
3170,Dharwad Luminous
3170,Dharwad Pristine
3170,D.Y.P. Sunshine
3170,GIC
3170,Goa College of Home Science Achievers
3170,Gokak
3170,Government College Khandola
3170,Government College Navalur
3170,"Government Polytechnic College, Karwar"
3170,Haveri
3170,Hubbali
3170,Hupari
3170,Hupari Pioneers
3170,Ichalkaranji Central
3170,Ichalkaranji Executive
3170,Ichalkaranji Nalanda
3170,IEMS
3170,IHM Catering Technology & Applied Nutrition
3170,Jaysingpur
3170,JGND Bhartesh College
3170,JSS College of Speech & Hearing Dharwad
3170,JT College of BBA & BCA Gadag
3170,Karwar Paschim
3170,K. E. Board First Grade Arts & Commerce PU College Dharwad
3170,Khed City
3170,KIT Sunshine
3170,KLE BCA College Mahalingpur
3170,KLE BCA PCJSC Hubballi
3170,KLECBA Hubli
3170,KLE CBALC
3170,KLE College of BCA Khanapur
3170,KLE's College of BBA & BCA Dharwad
3170,KLE's College of BCA Sankeshwar
3170,KLE's GH BCA Haveri
3170,KLE's GI Bagewadi BCA BBA
3170,KLE's MP Commerce College Raibag
3170,KLE Society's College of BCA Bailhongal
3170,KLE Society's College of BCA RLS Institute Belagavi
3170,KLE Society's Institute of Management Studies and Research Hubballi
3170,KLS Gogte Institute of Technology
3170,Kolhapur
3170,Kolhapur Central
3170,Kolhapur Legacy
3170,Kolhapur Midtown-Phoenix
3170,Kousali Institute of Management Studies Dharwad
3170,Krishna Valley
3170,Kudal
3170,Kumta Coastal
3170,Lote
3170,Mapusa
3170,Margao Midtown
3170,MES College of Nursing
3170,M.E.S Commerce College
3170,Narayan Zantye College of Commerce Champions
3170,Panhala
3170,Panjim
3170,Pattan-Kodoli
3170,Ponda
3170,Presentation Girl's Composite P.U. College
3170,"Rajarshi Shahu College, Rukadi"
3170,Ratnagiri Midtown
3170,Rising Youth Banda
3170,RPD College
3170,Sahyadri Pashan
3170,Sangli
3170,Sangli Midtown Synergy
3170,Sanjeevini Pharmacy College
3170,"Sarohini College of Pharmacy ""Samarpan"""
3170,Sawantwadi
3170,S. B. Khade Mahavidyalaya Koparde
3170,"SDM Degree College, Honnavar"
3170,Shantiniketan
3170,"Shivaji Arts, Commerce and BCA College"
3170,"Shivaji College of Educatin, Baad, Karwar"
3170,Shree Pushpasen Sawant College of Pharmacy
3170,Shreeya College of Nursing
3170,"Shri Santram PU College, Athani"
3170,"SJMVS BBA COLLEGE FOR WOMEN, HUBLI"
3170,S.J.M.V.S. Womens BBA College
3170,Smt. A.R.P. Kanya Mahavidyalaya Ichalkaranji
3170,Smt. C. B. Shah Mahila Mahavidyalay
3170,Smt. Shakuntala Institute of Nursing Education
3170,S. S. Dempo College Autonomous
3170,St. Xaviers College
3170,Sunshine Sangli
3170,Swarajya
3170,Tasgaon Grape City
3170,Trinity College
3170,Twin City
3170,Uttara Kannada United
3170,Vasco Da Gama
3170,Vengurla
3170,Venugram-Belgaum
3170,Vidya P Hanchinmani PU Science College
3170,Vishrambag Zenith
3170,Vivekanand College Kolhapur
3181,Akshaya College
3181,Aramane Nagari
3181,Besant P.G. Studies in Commerce
3181,BIMS University of Mysore
3181,B.T.C.G. Govt. First Grade College Yadoor
3181,Canara P.G. Centre For Commerce
3181,Cauvery College Gonikoppal
3181,Coorg Institute of Technology
3181,De Paul College
3181,E-Club of Mysuru Performing Artists
3181,Forestry College Ponnampet
3181,GFGC Mudipu
3181,Government 1st Grade Degree College Vamadapadavu
3181,Government First Grade College for Women Madikeri
3181,Govt. First Grade College Jidekal Puttur
3181,Govt First Grade College Punjalakatte
3181,Govt. First Grade College Siddakatte
3181,Hindustan First Grade College
3181,JSS Law College Mysore North
3181,Keyyur
3181,Kodagu
3181,Krishnarajanagara
3181,Mahajana FGC Mysore
3181,Manel Srinivas Nayak Institute of Management (MSNIM)
3181,Mangalore City
3181,Mangalore Swastika
3181,MIT First Grade College
3181,Mysore
3181,Mysore East
3181,Mysore Mid Town
3181,Mysore School of Architecture
3181,Mysore School of Design
3181,Mysore South East
3181,Mysuru Trailblazers
3181,National Institute of Engineering Mysore
3181,National Institute of Technology Karnataka
3181,NIE First Grade College
3181,Nitte University
3181,Pragathi Paramedical
3181,Puttur
3181,SDM MBA Mangalore
3181,Seshadripuram Degree College Mysore
3181,SNM Polytechnic
3181,Spandan Somwarpet Hills
3181,Srinivas University College of Engineering & Technology
3181,Sri Pragathi Vistara College for Aviation and Management Puttur
3181,Sri Vani Vilas Urs Women's First Grade College
3181,St Aloysius College
3181,St. Joseph Degree College Somwarpet
3181,Sullia
3181,Sullia United
3181,Swastika National Business School
3181,Teresian College
3181,Thingalady
3181,Trinity College Mysore
3181,Vidyavardhaka College of Engineering
3181,"Yenopaya Institute of Arts, Science, Commerce & Management"
3182,Aaraike
3182,Ashothara Seva Jayapura
3182,A S S I T I Billady
3182,Bahubali College of Engineering
3182,Brahmavar
3182,Chikkamagaluru Institute of Medical Sciences
3182,Dr. G. Shankar Gov. Women First Grade College
3182,"Dr. T.M.A. Pai Polytechnic, Manipal"
3182,Gangolli
3182,Good Citizen College
3182,Government First Grade College Byndoor
3182,Government Junior College-Kemmannu
3182,Govt. Engineering College
3182,Govt. Polytechnic College Manipal
3182,Govt. Polytechnic Karkala
3182,Govt. Science College
3182,Hassan Institute of Medical Sciences
3182,ITI Pragathi Nagara
3182,"JNNCE, Shimoga"
3182,Kadur
3182,Kamala Nehru Shimoga
3182,Karkala
3182,Kasturba Medical College Manipal
3182,Katpady
3182,Kota-Saligrama
3182,Koteshwara
3182,K.V.S.M. College Katapady
3182,Malnad College of Engineering
3182,Manipal
3182,Manipal Academy of Higher Education
3182,Manipal Central
3182,Manipal College of Dental Sciences
3182,Milagres College Kallianpur
3182,MPMG College
3182,"Muniyal Ayurveda College, Manipal"
3182,"Netra Jyothi College of Optometry & Paramedical Science, Udupi"
3182,NMAM Institute of Technology
3182,Pragathi Dr. B.B. Hedge First Grade College Kundapura
3182,Rajeev Institute of Technology Hassan
3182,Rajeev Polytechnic
3182,Sagri
3182,Sanjeevini Govt. Degree College Menase
3182,S D M C Ayurveda Kuthpadi
3182,SDM Royals
3182,Seva
3182,Sharavathi 1st Grade College
3182,Shimoga North Elite
3182,Shimoga Stars
3182,Shirdi Sai Degree College
3182,Sri Bhuvanedra College Karkala
3182,Subasnagara
3182,Udupi
3182,Udupi Dhanvanthari College of Nursing
3182,Udupi Dhnavantari College & School of Nursing
3182,Vaidya Institute of Nursing and Paramedical Sciences
3191,AMC Engineering College
3191,A P S College of Engineering
3191,Atria Institute of Technology
3191,Banashankari
3191,Bangalore Aagneya
3191,Bangalore Advaitha
3191,Bangalore East
3191,Bangalore High Grounds
3191,Bangalore Institute of Technology
3191,Bangalore Jayanagar
3191,Bangalore JP Nagar
3191,Bangalore Neo Minds
3191,Bangalore Orchards
3191,Bangalore Prime
3191,Bangalore Revolution
3191,Bangalore South
3191,Bangalore South Parade
3191,Bangalore Southwest
3191,Bangalore Spandana
3191,Bangalore Vijayanagar
3191,Bengaluru Avyanna
3191,Bengaluru Binnypet
3191,Bengaluru BTM
3191,Bengaluru Harmony
3191,Bengaluru HSR
3191,Bengaluru South End
3191,Bengaluru United
3191,Bishop Cotton Womens Christian College
3191,BMSCE
3191,BSVP First Grade College
3191,DA Pandu RV Dental College
3191,Dayananda Sagar College of Dental Sciences
3191,Ghousia College of Engineering
3191,Govt. Engg. College Ramanagara
3191,"Govt. First Grade College, Ramanagara"
3191,Indian Institute of Fashion Technology
3191,Jain Evening College
3191,Jyoti Nivas College
3191,K.G.F. Community
3191,KLE Law College
3191,Koramangala
3191,Krupanidhi College of Commerce & Management
3191,Krupanidhi Group of Institutions
3191,KSSEM
3191,Madanapalle Institute of Technology and Sciences
3191,Maharani Lakshmi Ammanni College
3191,Marathahalli
3191,MEDIKARDIA
3191,Mount Carmel (Deemed to be University)
3191,"Narsee Monjee Institute of Mangement Studies, Bangalore"
3191,New Horizon College
3191,NMIT-MBA
3191,NSB Bangalore
3191,Padmashree Institute of Management and Sciences
3191,Palmville
3191,Patel Group of Nursing
3191,PES University
3191,PES University Electronic City
3191,Prestige Falcon City
3191,Ramaiah College of Law
3191,Ramanagara
3191,RNS Institute of Technology
3191,R.V.C.E.
3191,R V College of Architecture
3191,R. V. University
3191,Sacred Heart College - UG
3191,Sacred Heart Degree College for Women
3191,Samarpane RC College
3191,SEI College Tejas
3191,Seshadripuram Academy of Business Studies
3191,Seshadripuram Institute of Commerce & Management
3191,Shantiniketan
3191,Shishu Mandir
3191,Shri Gnanambica Degree College Madanapalle
3191,Sri Bhagawan Mahaveer Jain College KGF
3191,Sri Saraswathi Vidyanikethana
3191,SRNGS Boys Hostel
3191,S.S.M.R.V. College
3191,St. Francis de Sales College
3191,St. Joseph's College Of Commerce
3191,SVCE Tirupati
3191,S-VYASA
3191,T.S.M.T.
3191,V.E.T First Grade College JP Nagar
3192,Acharya Bangalore B School
3192,Aditya Institute of Management Studies
3192,Agragami Degree College
3192,AIMIT College
3192,AIMS Institute of Higher Education
3192,Ambedkar Institute of Technology
3192,Baldwin Women's Methodist College
3192,Bangalore
3192,Bangalore Basaveshwaranagar
3192,Bangalore Bhuvaneshwari Nagar
3192,Bangalore Golden Rock
3192,Bangalore Indiranagar
3192,Bangalore Junction
3192,Bangalore Nandini
3192,Bangalore North West
3192,Bangalore Oasis
3192,Bangalore Rajmahal Vilas
3192,Bangalore R.T. Nagar
3192,Bangalore Udyog
3192,Bangalore Warriors
3192,Bangalore West
3192,Bengaluru Avinya
3192,Bengaluru Compassion Crew
3192,Bengaluru Nagasandra
3192,Bengaluru Nava Chaitanya
3192,Bengaluru Orion Gateway
3192,Bishop Cotton Yelahanka
3192,BMS Yelahanka
3192,BNM Institute of Technology
3192,Charan's Degree College
3192,Christ University Bangalore Yeshwanthpur Campus
3192,Christ University Bannerghatta Road Campus
3192,Christ University Central Campus
3192,Christ University Kengeri Campus
3192,C M R I T
3192,Dhanwantri Institutions
3192,Falcon Youth
3192,GEMs B School
3192,GITAM Bengaluru
3192,Government First Grade College Chikkanayakanahalli Kalpataru Youths
3192,Gulmohar KIT MBA Department Tiptur
3192,HKBK Group of Institutions
3192,HKES Sree Veerendra Patil Degree College
3192,H K Veeranna Gowda College
3192,Jyothy Institute of Technology
3192,Koshys Institute of Management Studies Autonomous
3192,Mandya
3192,MES College
3192,MES Institute of Management
3192,MKPM RV Institute of Legal Studies
3192,MP Birla Institute of Management
3192,M. S. Engineering College
3192,"M S Ramaiah College of Arts, Science and Commerce"
3192,NBC College
3192,Presidency College
3192,Presidency University Bangalore
3192,Rajanukunte Royals
3192,RajaRajeswari College of Engineering
3192,Ramaiah Institute of Management (RIMS)
3192,RPA First Grade College Rajajinagar
3192,RUAS
3192,Sahakaranagar
3192,Sai Vidya Institute of Technology
3192,Seshadripuram College
3192,Seshadripuram Institute of Management Studies
3192,Siddaganga Institute of Technology Tumakuru
3192,Silicon City
3192,Soundarya Institute of Management and Science
3192,Sree Siddaganga First Grade College
3192,Sri Basaveshwara First Grade College
3192,Sri Guru Sai First Grade College
3192,Srirangapatna
3192,Sri Sai College for Women
3192,St. Annes Degree College for Women
3192,St. Anne's First Grade College for Women
3192,St. Claret College
3192,St Pauls College
3192,Surana College
3192,Surana College Peenya
3192,Swarna Bengaluru
3192,Triveni College
3192,United International Business School
3192,VBR College
3192,Vidya Para Medical College
3192,Vidyaranyapura
3192,Yelahanka
3192,Yenepoya
3203,Adaiyalam
3203,Akshaya Institute of Management Studies
3203,Avinashi East
3203,AVP College of Arts and Science
3203,Bannari Amman Institute of Technology
3203,Bharathidasan College of Arts & Science
3203,Bishop Thorp College
3203,Builders Engineering College
3203,Cauvery Nexus
3203,Christ The King Engineering College Karamadai Youth
3203,Dharapuram Pride
3203,Dr. R.A.N.M. Arts and Science College
3203,Dr. RV Arts and Science College
3203,Erode Arts and Science College
3203,Erode Central
3203,Erode College of Law
3203,Erode Kalam
3203,Erode North
3203,Erode Sengunthar Engineering College
3203,Erode Turmeric City
3203,Forest College and Research Institute
3203,Gandhi Arts and Science College
3203,Government Arts and Science College Anthiyur
3203,Government Arts and Science College Sathyamangalam
3203,Government Arts and Science College Thittamalai
3203,Government Erode Medical College
3203,Government Medical College The Nilgiris
3203,Greenfield Vidyasagar College of Arts & Science
3203,IRT School of Nursing
3203,JSS AHER
3203,Kaamadhenu Arts and Science College
3203,Kamalam College
3203,Kangeyam Institute of Commerce
3203,KEC(Erode)
3203,KMC College of Law
3203,Kongu Arts and Science College
3203,Kongu Naturopathy and Yoga Medical College
3203,Kumaraguru Institute of Agriculture
3203,Nandha Dental College and Hospital
3203,Nandha Engineering College
3203,NGM College
3203,Ootacamund Odyssey
3203,Ooty Maatram
3203,Park's College
3203,P K R Arts College for Women
3203,Pollachi Green Paradise
3203,Pollachi Varnas
3203,Providence College for Women (Autonomous)
3203,Revathi Institutions
3203,Sasurie College of Arts and Science
3203,Shree Venkateshwara Arts and Science (Co-education) College
3203,Shree Venkateshwara Hi-Tech Engineering College
3203,Shri Kumaran College of Arts and Science
3203,SIIMS
3203,Sree Saraswathi Thyagaraja College
3203,Sri Guru Sarva
3203,Sri Vasavi College (Self Finance Wing)
3203,St. Joseph's College for Women Amarpana
3203,St. Joseph's College for Women Smarpana
3203,Theeran Chinnamalai College of Arts and Science for Women
3203,Tirupur Celebration
3203,Tirupur Kumaran College for Women
3203,Tirupur Nexus
3203,Tirupur Redeemers
3203,Tirupur Royals
3203,Tirupur Young Generation
3203,Udamalpet Gandhi Nagar
3203,Udumalpet Yuvas
3203,Velalar College of Engineering and Technology
3203,Vellalar College of Pharmacy
3203,VET Institute of Arts and Science
3203,Vidhyasagar College of Arts & Science
3203,Yadhoom Pollachi
3203,Yermunai Ilaingarkal
3204,Airborne College of Aviation and Management Studies
3204,CALICUT CENTRAL
3204,"Calicut Central SDSMW College, Vellannur"
3204,Calicut City
3204,Calicut Cybercity Future
3204,Calicut Cybercity Youth
3204,Calicut East
3204,Calicut Eyes Institute of Ophthalmology Mukkam
3204,CSWA Cybercity
3204,CSWA Kaloor Road
3204,Eminent Nilambur
3204,Government College Kasaragod
3204,Gurudev College
3204,KUFOS College of Fisheries Payyanur
3204,Madayi Co-operative Arts & Science College
3204,Maharajas College Badagara
3204,Mahe Institute of Dental Sciences
3204,Manjeri
3204,"NSS Unit Women's Polytechnic College, Muthathi, Payyanur"
3204,NTTF Tellicherry
